,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,0.0,3740.659646405205,2868.057304199028,4051.8982006179235,3013.2908304809175,2065.4886640305353,2256.413299084149,1654.0101912814519,1280.9579676401197,2588.5898440268425,2789.4179314484763,2128.778173711716,1683.3996972037705,664.1941010389457,3292.0158103200115,2383.3416570353097,1504.6186833841211,1945.4026393989466,2128.263173092113,1716.0688141435853,2864.9477899327535,3335.764292890291,2510.778521572594,1418.3513241328772,3479.5594849308472,5693.33453334132,3847.2773475978383,2146.1375480802953,1429.016583465791,2644.9245545488125,1211.49578354782,2668.3384482771335,1305.1516118428376,2484.6696689302357,1518.7464174111647,1431.970250734262,1430.8420262065922,693.0846347430744,922.4805192029553,1785.1947990265096,1794.2593026285067,1199.6234437982685,1535.9173979982304,1944.9279237560575,2078.207759849225,3429.8916420619225,1849.1398709238078,1912.801560725972,1732.9200994616913,1928.2691713878303,2132.8586919440204,2107.9074228285117,2143.834097240924,2802.0098202384497,5626.954838476292,3861.9053894636954,2505.51724523135,2610.620427703789,3689.661128247388,3094.9836371064434,1590.7194430384593,1147.1986669229318,1976.6774466612744,1300.337510989582,2620.104265018662,2384.842051592302,1684.53632896213,1632.8856868045355,2216.9718164426854,4258.800795822353,2748.0477370828844,1838.784810199026,1184.3453036731664,595.2138025112091,4289.304178716349,4759.570247250546,2431.6199453814534,1248.880264209545,897.4929711474908,1148.515422681794,4095.4416647937564,2779.872421659248,4592.94903154704,3466.911998980599,1847.4374945203645,4123.863244314473,2158.0507623511985,1171.0531115792892,1623.1460756822994,3703.2060143276176,1938.8830679732737,1012.5055562885169
1,0.0,3384.869860882861,3972.6710120091147,3822.32970552801,3032.4828055298763,2374.5750332386106,3313.758613483357,2698.8185317126804,2116.7663083076814,2001.3949100214297,4363.552634341006,2289.7611977876977,1450.895768427983,861.8937891994075,4111.665789748923,3596.0021214871444,1570.785602311817,1657.2314705783988,1813.8022035840072,1628.2399770174284,1984.22426632399,2332.9854916712716,2291.745059333013,3956.168695299313,3127.3640112308253,3407.2147064716837,4594.381696224373,1938.5237629372123,2915.8420633352316,1880.004339221589,2947.3815349526776,1689.3563803892964,916.992544879324,463.09757917914254,1527.71501256868,2637.246675331883,3092.154479565831,1225.0007457794686,1435.306664089808,1424.7334101863541,3823.5931560562285,3637.7631138299776,2733.6746514248275,2175.4783178150983,1113.71850857281,1514.919101003722,657.8170024805354,1592.9721221761115,1338.2849085786606,745.7007986458042,4645.464256513713,2496.2723919142472,2342.187523561571,953.8964704710621,2679.354268278239,2036.0379627282312,2063.781530451685,3000.9327590493804,1850.0833212279895,1442.0248862840538,2890.750885472905,1511.4374196750455,883.7335171153389,899.6245165016358,3585.6402548561664,1934.397455254116,2524.446361908355,1283.0126268685613,823.2830433619805,3927.6562833989306,1994.784170883797,1691.9435387926999,1042.52240855638,1394.7143191629864,1197.7238431212165,5121.807331865252,2745.128935762498,1402.5485448782592,862.8303438385908,4541.397680272413,2408.039301563861,1151.893108415913,599.7628771445401,2300.657620206075,1161.3084938036732,3924.2120961974338,3892.0492989037953,3980.2630003302497,2459.418479208081,1742.725034676836,782.3987028150727,1785.2013555887681
2,0.0,4275.201859772941,3661.743138770119,3637.654118963768,1631.8532396284363,3751.398572777476,3845.7166984763894,4627.205316345358,3019.923580777932,4011.453688032131,3049.8860041980497,1775.0650355920002,6164.012978617611,3135.4774198367677,2137.44690497558,2550.6853244717217,1885.0029175840098,1177.4706008537783,631.3657381517023,631.8761259733966,4939.907749524988,2811.5965582587187,2814.2798504281914,2293.0617568278935,2895.2580356614985,1934.6932929652596,1448.7169019877629,3490.33980826713,2915.1424232621225,2963.051559834035,1852.7783301123047,1473.7169740431752,4411.488012806061,3591.6057455542023,3170.822369991452,2190.0609029747584,2346.0879385984153,3314.1338885318282,3395.855502257314,4522.978994363886,2417.370655021627,1326.1970774248277,1650.9465065065597,2485.687920346902,3779.215811268649,3541.5504685513097,2152.4299801582315,1521.3292559923993,1533.0226600292212,3966.57580291101,2240.2571710655507,1336.2551425595093,4970.384960193547,2615.7983502889692,2030.560960844017,694.7678438503488,1911.5336243626866,1872.143437621311,1415.0342541264672,1442.8806173440898,844.8023728111953,1463.9822521210735,1434.850793628665,1314.5300998354728,669.4513942329492,2646.045673559321,2474.391027176652,3254.792460867244,2003.8465226451615,3472.7957498523274,2163.2573748321643,1684.1445057713152,1492.7248657822172,1931.551937523004,964.2545504581466,1299.2435557075542,792.3894550290086,418.7112350884841,3434.110224368351,2030.4735661695,1078.6662045783642,3258.4609859922257,1655.4903694172276,4680.213825287317,2407.389032569494,1230.5146255383147,880.9037796297838,4420.642093910021,3670.284301529491,1993.876939142471,1969.6104173132246,1229.0627236121632
3,0.0,4410.333315263595,2370.512961101588,2780.900638104861,2305.0135905162356,1817.997688395009,1678.1908119827642,4891.821144022411,3662.927908495926,2076.815809869577,2897.517603811445,2306.9802868485217,3572.1722580282867,2173.4101062236655,3338.881550797039,3287.6937999039615,3572.8143094725033,1454.0696046797175,2041.705899302212,2183.7823687349064,6107.633175858726,4533.1941183815625,5980.98304640385,4320.834518170407,2767.1090699405463,1606.1548367974874,912.0750324521944,465.9706077195429,2267.003303321838,1862.6801450090238,1563.1757097375273,688.2757451265352,4393.924927259307,2285.3485431120675,4113.101521134677,2142.517843070991,5073.738973207666,2814.825504628741,1384.3790174305464,1425.422844308089,2114.61786130091,1623.5302772468515,1042.7833099545574,1205.3578401337234,2376.402011953354,1249.4978417182163,3656.997730449066,1960.7255303808086,1421.3338247424906,746.7448406076442,3218.6373543325576,2123.9940334033317,1190.0994058282981,4318.355076262086,2240.5211597929224,5247.608482998432,2764.715353721503,1482.5977517623783,5349.165365188567,2759.6248458602186,1894.9239500013496,2305.2046397112463,1452.6070014442519,1243.7964647824685,3201.6304491133124,2608.426312827095,2969.86596945336,3295.5962037174318,1739.6061861634173,1078.5830840913566,4248.610896695872,2270.306744399931,3077.0283121811167,1736.3857563990182,944.4447225414737,4978.7950088101,2722.514970795371,1644.6161429772626,3473.889623165826,4014.988271816585,2554.2132152439226,1109.895633146345,1221.2191354018403,2423.705148424979,1251.0687857191524,1700.2615325044628,902.3256032457709,450.97363421453286,405.968073765375,1449.0158666774246,2266.595458904781,6632.271903484136
4,0.0,5145.150880177607,2941.8340067608046,2573.6805320539324,3733.043925163495,2302.334659103626,2921.950616024052,2034.3777065882052,2191.5770291343324,2870.2263297386135,2767.279956258236,2108.263884157459,1760.2656623527944,2816.1455826322226,2816.209083576043,3761.976632210029,2971.3422945190905,2430.357609470017,1334.8733352705522,3644.333797642215,2643.1997646409363,2612.338759388671,2583.602625645507,1447.1155775620243,1057.7223407145063,1987.395409239901,3703.7865329729643,2366.4824215917733,2312.4481740384113,2407.993988763456,1500.3481129052902,838.6254445101814,1201.5119660955636,2099.5073567554555,1072.6186817204298,1614.0594179162913,548.5722142985906,1962.4987774915207,4755.69947773692,4564.449006673362,2887.272422941265,1890.9858431983637,1621.4036354831785,2181.1378218587697,2583.2983458063227,2319.61070196849,1493.008835496803,2907.6118134637254,4069.6647908250166,2855.7269421544165,2279.066868904473,1407.307092242183,1849.8420583172826,2726.9351485264497,2822.164402273106,1911.1858167369369,1587.0767301315666,1386.3902599971404,4319.530108468418,3139.238954233245,1286.4252118731067,1756.8476205150662,1634.6814997176725,1111.8102976096568,4088.1039646681243,2197.869049658668,5332.103632654566,4397.715362249064,5097.203863267872,3113.577915968199,1844.0987823085309,881.5647144424136,2281.2428560993344,2822.206405113244,4422.30088085772,2369.37243696563,2339.060612431824,1165.172423683439,608.5844933056334,624.0993895813399,1903.8357173556535,1322.1336358078888,675.4657148189634,449.7560861225744,1177.2088276563622,1645.722715801459,1279.5439862089188,532.390697646523,1747.7233913613786,764.9971177444646,5231.45755729907,4513.253252775003
5,0.0,3398.896903480093,3196.626694523606,3235.420855657726,2303.7878635830816,1640.216463906851,5616.362516957727,3055.660824796939,1923.7467705860863,1253.5903361409344,4512.19912054902,3843.697147946241,2169.2694899254316,3782.611311532038,2807.885635150209,2550.957566194708,1805.9737610143045,2029.0255116780988,1403.9032495999597,1033.3654194335754,3947.5898466425233,2428.53004326596,4046.6684451352257,1884.3623527215382,1549.7091384462342,3626.974160437731,4601.837281506196,2696.9087258955296,1367.8913623160195,5375.459291063106,2786.871068939698,1931.026614717118,1321.765848937481,2381.607003181102,1561.2234356628594,3703.6346707248813,2491.265210324674,1105.2126801774566,958.9650545861977,2887.6068225455424,1734.6147256541474,2243.028298143815,4270.468817834183,2350.9314881935234,1201.0689200813788,638.4566911635194,1465.2593606904263,1918.3932467157845,2281.8557550852297,1594.3771188647606,5614.531139861851,4027.759823821712,3825.453378166822,2951.472512092832,2142.4045486366276,1451.2018213038787,1146.8438706623372,3228.982924931277,3615.4830379627047,5640.687572800787,3061.985920617861,2118.7006910904224,1616.0640005723167,2562.7854789870694,1278.0716549478525,4090.116575318505,2331.855756250115,3892.5892152743004,2045.132783939481,2744.9971390277224,1402.3933772446474,2154.424278563387,2496.7919026181253,1277.1694572823483,1002.097142995277,722.4974085192474,943.4533223981664,2992.6997791036133,1732.6935468581153,1020.1513719815848,448.42407149648267,5996.988339763705,4356.471502132829,2736.4445624731566,1330.9790356899482,2106.403302835681,2279.7575231168926,1424.0205151237765,933.4113116838391,2096.993875319887,1156.6490561484914,792.5897453586788
6,0.0,3484.496305854347,3175.10016473527,2965.5109258035236,2398.2802390580164,1967.9430694624625,2743.786484087336,2054.110367638846,3054.181759446596,3259.529464864667,3203.6717133231955,1819.3536896510086,1702.1470190314499,1224.6734801983805,1694.8574023806889,1176.4190799873672,1291.7039696742395,1256.6794126432085,1775.785931692844,970.9219221307679,5181.243978861101,5128.627382742682,2738.4602669576016,5286.878971291147,3086.3525309121414,2431.4056006628375,3320.284689541221,3609.5416687663806,2252.530684237554,3032.2067880112477,3611.9642449876087,2199.724363398821,1310.8463611410725,1051.470568901438,633.6737039066106,459.32790464373755,382.92898282809017,3130.557836378701,2306.8369790572274,1325.101688286253,1202.3922137640864,2262.2222522402344,1515.235752420158,3289.2732229092167,1850.687540502586,1626.851552434025,3647.583525662266,1493.4936438912002,4368.176930368292,2471.608230860338,3541.126308365576,2089.2703998434868,1625.8846627120197,1160.327795056717,5114.6144136100265,3125.7659122124533,1994.1350586965573,2586.9537030231468,2911.6284231831955,1817.7817313130142,3809.2450182724783,1959.7898574735134,4935.655693765154,3436.6888269420815,1847.882606316565,5446.073583166786,4499.003389268188,7531.394567661464,6628.119840098592,3770.5190398113054,1951.7456135187924,1587.7149677737714,3254.5899643723674,1673.582808594727,3865.731413047553,2598.5993145448037,1548.0850212596922,2730.790278690007,2418.500516857504,1212.5222016270345,1060.8486036158554,805.0719436631495,2512.104626423235,1393.5615288592924,1092.9082783746294,1537.628734936673,2566.8433668053267,3943.3324207643827,2114.9247877966195,4313.805279273937,2341.0961100475106,3126.590800192441
7,0.0,3179.7171037642397,2273.4715639486217,3353.136007525017,3427.430427288789,3191.744562710634,1630.632459670772,1367.1552252098113,1088.4929371645358,4657.659793664324,4140.029015677211,2016.7714177528273,1304.498709311381,1919.7024823554061,1316.9703566664532,4261.341902473611,4062.0341205924915,2536.141146734754,1706.8971805956803,1151.91900630789,631.5328629408913,1170.9168806326736,2329.747461143896,1896.3309233929826,973.3520196949356,6052.757005245019,2970.736507178437,2780.2817796963413,4345.5399514559795,3636.431730589232,3827.2057772557437,1959.0641949094043,3411.5332067436525,2294.061564206571,1391.577663395679,677.1891778055574,3195.8656465046924,2361.7834986797234,3685.914302989528,2135.0761851017564,1233.856374160431,799.5652384961581,827.9619768653399,1007.7222529926169,4037.780979059988,4093.2160114466947,2309.441167867424,2713.4556140130608,2470.43332592149,1819.3682472265318,2159.779362933395,2304.971321569099,2102.239104811676,1636.19128308486,2901.9042382028574,1903.491618922728,3433.119811445425,1743.9328688219935,1599.3884086566143,1457.3525415226393,1269.4972073774445,648.5742555955077,1522.816190097452,3055.382650880242,2174.0311508225022,1090.247414447104,1134.10678288245,2394.3809630955557,1170.1418029532585,4412.293539223542,2049.497378122821,1414.7721436532001,1146.8079225289823,1304.442812347722,4231.2055378846,6469.075805594078,3830.2776566408115,1958.2744054013513,1022.2953657393286,628.7561058064775,314.9228812180265,267.07813096228546,1769.3466527852202,724.7282148273579,2150.0974788142353,1341.8730285170795,2856.148341236872,1654.2160804040873,1398.2518315865768,612.7203031162459,804.2806015088285,410.89944064635006
8,0.0,3247.296888409846,3281.459511440591,2345.5841068753884,3436.495358965941,5431.894441369365,2932.912865476226,2885.8962925296873,3397.48884622381,1491.60623744299,2373.85229266034,4334.824554668821,2437.811597204281,1435.4916821850657,1524.1263880890087,1684.33493225188,2385.5400895227185,2230.495337385114,3227.2185796564354,2091.3799074437934,3131.512376458698,2797.662383442188,1962.2630442887776,745.0254129074373,4799.899501480347,3000.5529095356183,3086.0817207850687,1765.6469529038714,958.5431580718448,1232.6599922095625,595.5252719490013,3370.8313024838912,1797.206855434635,915.5771214640837,2249.6428525293886,1859.9902915442797,2209.2087570459053,1246.2541289775713,4537.145253588021,2762.797534018821,1532.9999151409215,928.1836418663223,609.5896289798517,627.781600358192,353.3142972653102,396.22179312687683,3881.8519689842747,2716.7866910956427,1373.2754653284508,1931.431466941403,1469.329173642603,2460.9261065677965,4732.637689223311,5545.924269545377,4670.494599856044,2623.280092073629,3249.243736529924,1900.8811074128141,3365.3059672451195,2602.4989965016625,1696.0340558984642,968.5305669829786,1770.789163336569,900.0767261259255,603.435585122879,1685.1582909489832,3047.639303484541,3867.444436624945,2054.6953189700125,1781.328688801588,2316.546909546567,1364.314239629862,667.7056898553739,811.404182763508,4779.438933024954,2451.164801613574,1356.1199396438037,1798.7870907744743,2108.438979957913,1711.599957984638,4101.652635750511,2405.6835672950397,3092.805013817955,1727.8034390731034,912.9021180993024,1598.5449159788611,3479.5184127331763,2331.3407372507086,3001.583447016669,1361.7915274029947,1544.3114466298923,2479.196226033635
9,0.0,4077.240926184283,2707.4515142571304,2268.617587655855,2317.171687579058,2003.4268010403607,1164.329402872537,4814.215148112336,2926.8918591969,3963.3102001755074,2893.3801149694864,2532.3591531390175,1638.1385586301556,853.5715206422605,1178.6578575438602,969.0065297319082,1775.5511981047266,1704.495433146383,1747.7395955172422,1119.6320596999774,3206.7660777106644,1714.7170116859425,1160.1206543510843,998.9527134362487,4698.8721486350005,4030.8373269287667,3637.468139859711,4993.458695535512,4215.765281991832,2167.7027823076937,2944.4609292912774,2893.1345744679165,1702.353180061309,1344.734136315659,1912.4033186983152,980.8809486754787,1356.254527750341,2516.9350156312034,1641.995598638436,1520.5121434982018,772.1408693417552,3958.1950490772438,2235.9480855321826,1551.7621469929022,1080.2568537344969,893.3004352868496,855.5342631351662,2486.2642898091312,1432.0012098566845,1157.8644093711748,944.421531487862,3951.447985015537,2133.019258341568,2014.4901466032022,4675.496288837538,4574.518314083093,2702.25172463424,3480.1901291222384,5540.825748395922,3187.8464741071843,4284.1569890760575,3534.905730296882,2132.611506772551,4175.312152463154,2187.4049172528894,1496.8159252216572,1421.4514524400754,1436.40122483426,1076.7305702118847,2684.9832740160837,2210.862768142198,1942.12615362655,1070.7634284970225,1564.8626470652605,3467.4199843279193,6887.265452726888,3634.9435917391697,2087.5316500887134,1296.686236447346,1577.3428019117703,1118.263146115282,2108.811658184535,1048.816063624616,851.5858882395098,3951.860514879901,4779.0897761466795,2440.343762109094,1360.6457052204148,757.5305449939419,1772.1532644145075,5012.676779695789,2764.549297457267
