-117993.2943,-194065.758
-108677.4002,-203553.0796
-136764.4338,-195570.2977
-97521.68709,-235554.1319
-110969.1868,-214867.2413
-96561.46618,-209637.5215
-84595.56159,-234972.3521
-95414.71868,-215380.0106
-72984.83492,-245566.2442
-110854.4434,-216612.9559
-107851.4696,-213129.2771
-112356.956,-223746.0037
-89233.60749,-237628.5742
-103440.7039,-212353.232
-103691.5506,-214762.6446
-103613.4188,-219733.1212
-93605.27153,-225893.373
-114688.3176,-228440.1694
-111573.459,-181495.5768
-95363.52593,-241298.1061
-87015.54391,-209617.8227
-95759.75671,-230384.3672
-107281.422,-216517.1523
-92378.53611,-219003.2787
-112500.9169,-224657.5066
-89638.33913,-249656.9395
-97241.87885,-206593.4714
-96464.85941,-256378.3372
-103422.445,-222466.4556
-91818.03912,-211518.8845
-81545.30712,-231400.9556
-117387.7787,-209014.8477
-104308.7992,-216711.7964
-103113.5066,-235406.1679
-110587.0601,-191771.1629
-92577.83335,-221649.1238
-98067.44144,-212406.05
-85661.20831,-263980.9877
-115994.9375,-183536.3037
-107552.7073,-204193.2835
-123520.6734,-173683.2458
-89006.80046,-238497.1143
-106927.5569,-215783.3724
-105481.4784,-247511.046
-101886.2698,-236468.44
-119625.808,-202793.5683
-103702.1889,-229299.2416
-94202.98267,-211927.5781
-110867.4151,-210162.4725
-92407.18994,-209602.2496
-102846.2338,-197897.3809
-116289.3488,-209514.9473
-91546.45159,-249682.6877
-81492.95027,-256085.5924
-93225.63404,-260729.6338
-104615.6775,-226295.0655
-114721.64,-207710.6258
-100733.7746,-222731.4906
-88542.76181,-235117.071
-94907.8594,-245243.396
-112302.6142,-231177.0259
-110247.4697,-229562.9415
-94073.93203,-242306.1207
-92758.6851,-220620.6371
-87106.40347,-233011.9127
-109298.7373,-203660.3561
-99596.82986,-197721.4472
-94805.42185,-239606.7256
-117856.1458,-195970.9043
-112789.8127,-216464.0682
-91336.7392,-212873.3593
-121137.6,-224235.5542
-92835.79039,-210733.0728
-106936.2263,-190586.7244
-110533.7776,-225708.7433
-81283.68934,-207904.5785
-107494.9624,-224224.398
-131519.0118,-207608.3767
-113144.1474,-210582.9448
-99753.11895,-192285.6788
-82674.78887,-235895.2812
-99383.80243,-227720.5913
-93120.66284,-209816.9007
-84460.73328,-263186.1895
-96947.12841,-247213.1123
-98952.90938,-202885.0543
-108163.3273,-240355.4537
-99055.83297,-228332.0458
-102784.1207,-216677.2639
-109316.8811,-223777.6926
-88315.88625,-227216.2489
-85425.81806,-230622.1134
-91709.08163,-218552.8543
-105860.2121,-206020.8058
-103542.1902,-225486.1291
-104570.1999,-181277.376
-97131.42466,-232170.7489
-83086.56428,-205713.3928
-113616.7323,-233684.4574
-104890.2989,-218609.7129
