,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-566.8924638235324,-2232.921224975662,-539.5595709395598,-644.901844744003,-588.6186121586425,-1913.5369819307828,-1305.3020496028412,-761.5541750882794,-905.5615787880658,-2384.8620552056373,-2169.13430995281,-1341.731090911812,-2335.3382636753704,-1250.0694264949109,-2166.4738754283103,-1435.5463359394694,-907.5175105425028,-1337.308575031996,-1916.655026726555,-1754.9869219532416,-2076.1564279490094,-2217.5932768217435,-1592.8660100980192,-2405.965430388455,-2444.0424172795447,-1929.8376746304573,-1757.2118873020722,-1895.7646047333733,-1747.9268235225022,-2459.07948963017,-1748.1222632045465
1,-1411.744869316185,-2500.0,-1233.5248805191252,-758.5081566124785,-625.3207271394149,-1870.186493086648,-2228.2053177893695,-500.0,-1484.52056080798,-2500.0,-2161.751580587217,-1438.147578638131,-2319.2595073046273,-1350.8685302887259,-2111.683333639222,-2077.9276961209052,-1778.3477651665733,-1019.3510254877731,-726.1210211076975,-1818.0692296459813,-2176.343327843196,-2220.445266042805,-1638.6605491011244,-2160.0311110007992,-2500.0,-2193.742586744366,-1752.2288814239982,-1668.6977479410841,-1918.1970777148404,-2471.196716033983,-1805.731526810273
2,-539.2044717618131,-2500.0,-1157.472366612714,-500.0,-510.4193682284525,-2500.0,-2500.0,-740.2031835056373,-1259.20540296535,-2500.0,-2130.813775643043,-660.2177022373287,-1277.1130773886225,-1504.608641233207,-2500.0,-1988.7360644838013,-1715.503294915099,-643.5710900235784,-2500.0,-2115.6981679183414,-2500.0,-2481.7901610595845,-1819.4371854649853,-2500.0,-2421.9636403167524,-1823.9962554159717,-2500.0,-2499.3891568447007,-1738.9998732183724,-2500.0,-1716.0422288107902
3,-672.4449690729873,-2472.810264849395,-1080.3780908915642,-500.0,-500.0,-2482.485949002347,-2500.0,-500.0,-1791.320096777977,-2500.0,-2432.1374367143108,-644.8606804665931,-1065.6411351395675,-1547.1051200547272,-2500.0,-2255.932866203743,-1536.4458614979305,-2500.0,-1975.3912128181541,-2086.9265547465743,-2500.0,-2500.0,-2457.4242307315135,-2500.0,-2500.0,-2340.9421137222553,-2500.0,-2500.0,-2500.0,-2500.0,-1470.807366523855
4,-556.0210092012944,-2500.0,-1840.5613126151372,-500.0,-500.0,-2500.0,-1964.598827204709,-521.8492179137061,-1513.3549346607433,-2500.0,-2500.0,-532.2087957650868,-990.0077144335017,-1780.493085426701,-2500.0,-2500.0,-2500.0,-2386.0024239905038,-2500.0,-2500.0,-1377.9456005729003,-2500.0,-2249.6121294202926,-2500.0,-2500.0,-2492.4951684316434,-1522.593575062527,-2500.0,-2500.0,-2500.0,-2003.1849892265395
5,-525.2286754283343,-2500.0,-2167.090303471975,-500.0,-500.0,-2500.0,-2280.423357065275,-500.0,-1775.2536902874913,-2500.0,-2500.0,-592.9266557892066,-609.3790572081026,-1892.373378977716,-2500.0,-2500.0,-2436.663925686518,-2500.0,-2500.0,-2500.0,-876.1398412054718,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2385.9177042845113,-2500.0,-2500.0,-2500.0,-1583.7128113724023
6,-500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-2168.2437028604836,-500.0,-1544.6942169666781,-2500.0,-2500.0,-524.9986546078137,-665.2597950263715,-2500.0,-2500.0,-1608.984549715235,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2379.7965040957683,-2500.0,-2500.0,-2500.0,-1605.610527669868
7,-500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-2336.647647235192,-500.0,-2500.0,-2500.0,-2500.0,-500.0,-500.0,-2327.839484623127,-2500.0,-2256.8015279615342,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1993.7215929066165,-2500.0,-2500.0,-2500.0,-2500.0,-1451.6738822130446
8,-500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-2386.7776563628554,-500.0,-2500.0,-2500.0,-2500.0,-500.0,-500.0,-2482.1171780975264,-2500.0,-2261.732331196663,-2500.0,-2436.4019501304815,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1308.5577585329315
9,-500.0,-2500.0,-2500.0,-809.2502188128288,-500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-2500.0,-2387.7286466024743,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1155.7058370065408
10,-500.0,-2500.0,-2500.0,-581.5771189007132,-500.0,-500.0,-2426.8735588106524,-500.0,-2500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-502.7437635408584,-2500.0,-2500.0,-2355.263320079231,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1648.1559302557002
11,-500.0,-2500.0,-2500.0,-623.2541063388791,-500.0,-634.9438855238839,-2500.0,-515.7827001312053,-2500.0,-2500.0,-2500.0,-500.0,-501.0403674957951,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1575.57478272226
12,-500.0,-2500.0,-2500.0,-500.0,-500.0,-500.0,-2500.0,-515.204134754758,-2500.0,-2500.0,-2500.0,-500.0,-500.0,-2500.0,-591.5436129658474,-2500.0,-2500.0,-2391.018469669866,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1851.1897514243333
13,-500.0,-2500.0,-2500.0,-500.0,-500.0,-500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-500.0,-500.79615112109894,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2025.242452125445
14,-500.0,-2500.0,-2500.0,-500.0,-500.0,-500.0,-2500.0,-501.64648885489873,-2500.0,-2500.0,-2500.0,-500.0,-738.9019125315111,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-1943.2622058161608
15,-500.0,-2500.0,-2500.0,-500.0,-500.0,-500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-817.9098092336095,-827.8418751399461,-2500.0,-500.0,-2500.0,-2500.0,-2491.532228545972,-2500.0,-2500.0,-500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2093.388673515671
