,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
0,0.0,3520.3016193358185,3983.090011842823,3105.0956179603586,2381.0874670977264,2766.4935788558328,1669.4409644154757,2635.261846993406,1302.131065523038,1349.5600984016821,1041.348015547514,1431.1252702918398,925.2837762458835,987.6364206022045,749.8165374574347,697.5109253233755,910.8202329774456,1834.697572978262,2901.942295615534,1622.6208150805091,1320.0593368432078,1001.5913962987822,1336.366784588439,1280.0327664849935,3527.7368252276538,1749.8590074565145,5642.128345888125,3588.7158951162996,2252.5298823683024,1533.3561482757832,953.8688347848871,1028.6870189712358,703.7443758757988,1869.344827334252,1618.5513933184948,1148.9673071734053,1176.1400476986669,3584.9075594942574,3929.304643805564,3121.873206058087,2419.5092738155818,6910.877627440311,3129.0856414456866,1611.223915081316,1831.8851756639917,4355.5971294823385,2892.90165360258,2942.062598881533,5385.419990666106,3499.3256397095593,1533.7973452919155,3107.4385326751867,1823.533694680071,1286.4945850110855,6174.99522637799,4151.004967522531,2877.242575453596,5475.78402559725,4224.59168741895,2532.166565348867,3741.3222104049223,2616.7035584425594,1320.3363267099915,2169.4475864201618,4566.0014411252,2875.402949727733,1577.4672162346694,932.2935986832485,738.7173928417479,2578.128655182648,686.748007183016,3775.2883087891255,2913.1448550891405,2450.754125564623,929.0546533691682,1308.278973853186,804.741344802752,2152.9453281732203,2317.604796900157,3014.014565463353,3153.2146953347833,4278.283627376625,2325.582533933752,4248.467136063269,2239.425923974489,2300.487624872811,1270.2998430436146,1061.133734689244,1159.1539891517873,3201.8172372139,2077.6465119210648,1061.450180456497,3347.427168236796,2720.379887444413,3534.2340931696103,1897.701780659802,1237.2873486238125,736.6956580207277,441.7193104440409,2578.4031632981714,1956.1726138242589,1485.2589824943993,772.7894714993571,5259.424114256964,2707.9634065969085,4121.009668599356,4131.901730703167,2110.9499679173614,1191.111222125573,721.7292178538336,514.3716971046829,2960.9147961833683,1558.5940380477311,1511.0875203749451,566.6705595877088,2862.1414901894677,2188.3081623987673,959.5409444925199,525.2268646559467,649.7522488897713,1197.761218352776,2765.162326714096,1599.8865676557657,1339.1569919236945,2452.8711491802374,1705.4978115743263,641.3280582811605,3070.419938457036,1869.8666941235608,1666.1050916612564,4397.5293336424675,5075.5804026922115,7035.701659213198,4810.598095383934,5772.125783724797,3399.520453134334,5047.887509201217,2699.939329623595,2355.3919097756775,2790.571968124631,4774.664273901954
1,0.0,4611.933110461422,4758.882594297013,3121.473025236952,1594.731388095595,3693.967205067543,2152.281907979247,4936.996486543921,2949.262513916846,2077.4738553308166,999.5065129834882,510.63853378638413,1952.8573101537615,4070.568587679149,2777.391390265629,1659.106385647806,3056.7735117152906,2553.2547683214193,3317.585844743595,3193.2029479898547,3262.148441540248,4376.745720816174,4646.358792254377,5495.335311724446,2708.689282534129,1856.1145113174846,1950.496590937318,2978.493946285914,2871.11302977911,1352.8427280674941,2177.783993907926,2159.761196061206,1969.1011144818153,953.0259113551376,1087.3731196994113,943.6478558017552,1747.0526976357576,3876.6724314687876,1964.9213971234399,4425.608647083092,3631.0680092549087,4129.864889429612,6832.834798955736,3496.3628173668526,5891.933112337812,3155.33311426635,3845.2433454610677,2749.942726961526,1282.4640054084227,989.0730194253388,781.9859371088149,2069.359574488831,5766.138344488065,6581.16651446944,3615.4723879160647,1962.878695506976,1684.5903654389588,1469.068136863981,1100.598062241599,1003.5769307995072,1829.2958373297345,787.8977742600372,3261.010764019897,4412.048432408202,3740.849194781156,2637.2624323012133,1471.040043351049,2889.794331275386,4860.981745934407,2468.970432897816,1545.7405755427749,2096.4658460549485,2767.8197877436173,2598.0013086362765,3566.6508066161664,2774.9692569213657,2076.0100786022304,2577.075986403506,1454.7841519965177,1051.4229515483448,1304.101766461921,4548.770438644262,3735.5863904017338,2091.0026375336133,1008.6251289377811,943.1262869364557,3578.062239147636,1951.9703161317598,3102.3692316304005,4338.99026728134,3155.523193974093,1483.3555310110078,2602.3370232759125,1473.1520108275022,878.0060165175676,961.765241147186,1614.925867258761,1652.6044877379832,4367.872689510552,2835.7997995727774,1804.5464284762559,969.8877554370953,2850.421038647663,1248.2175694327304,570.7387770124565,1112.0659340106433,628.1369306638451,1122.48888541724,1480.1756988524332,1064.935229549833,3052.61822534656,2428.5264406931246,3630.155977007357,3725.0067275015695,5154.75813573918,3675.8319591184572,4720.497546305199,2405.6991266215023,1338.1467265446877,896.4197637896127,1512.5605973354432,2363.2955927222692,3790.401995379014,4046.198965730721,2295.409771692914,1918.2552072078106,2920.7015955993934,3860.9764405663946,1884.9310273060876,3971.4485112944076,1996.7591916424037,3384.78880801302,1647.3210040265958,4721.838334749623,4856.432968335913,2842.2744847587105,1593.9509442252668,963.0551963624549,2602.5943689159208,1165.412564373343,2595.778010457258
2,0.0,2856.8485593995993,2876.0907347597445,2275.169611269638,3116.5047299901985,2904.1966114096595,2249.805611268508,1937.306291410728,4252.340891164965,2613.408356290007,2542.7617298043933,2673.397259244462,2169.033165270134,1298.8282004548723,1126.605901150971,2401.744897105564,1340.0206029046888,2320.4165743715275,1453.543995748055,2399.052193414037,3120.8073529668827,1781.280170943661,2823.6969410770776,1652.1716291052298,996.1099939307993,916.9741520910638,1979.172716729513,3469.1244953059645,2327.194959611392,2099.585176902931,5186.214905582671,3718.9618648563337,2185.875610423327,1772.5951864234992,1926.8823461545514,1104.6592091891735,564.3600632778516,2308.0896096584434,3813.3377844864303,2201.7059820632835,2843.7566498666106,2015.6052821732685,3127.805593247449,2456.370209284073,2782.7079885170538,5981.174751322401,3462.624883751214,4680.011982826656,2454.938082959092,2351.6007537324567,5516.684397353824,5768.502587447675,3594.419532947713,3347.379708447088,3622.7576993042667,1713.127144385575,1309.184363541194,2755.855269981588,1407.9406948438018,2552.9248779904733,2416.665890799065,1282.9487817134593,3086.9674165921883,1878.797018885321,1011.1328436186674,3653.4512525077184,4173.0102414081675,4602.530789036041,2603.2444096407826,1685.5564550126542,4836.497721513057,2698.9728221921214,1762.7901310438665,3413.478272161047,2929.179789153238,1369.3232435827183,4045.1869443065593,2540.0627682172444,1311.5517758061615,2839.4815804588698,2202.880857994119,1151.11518668945,1219.5541481236219,961.0943858686171,1274.3328302018137,4621.731904702937,2495.0444241786154,2664.6733537944056,2017.4008316962704,3897.431474449365,2430.9366561296897,4260.810629252446,2211.558009224976,3445.362483502927,3136.290771439421,2286.7783004386642,2934.223608798289,3344.2516293410035,4685.160599424634,2715.243368545333,1599.0839424444841,936.9922814047803,2533.5413135898734,3967.889223443521,2306.429885638558,3058.302422044035,4053.8232344626185,2074.952904611537,1115.5058193195155,921.4627356554543,1997.8686611691264,5473.975052958487,4667.059827573856,4436.821240421595,2626.1873045153616,2499.9062692789266,1317.8716402906034,5601.7664819207575,2867.051810683733,1943.1788089010774,865.8382047497204,1046.702225212772,2322.1288995666587,1932.8625495651636,4137.4571122393245,2500.6026170404452,1436.5056865110685,1450.6810113588538,1392.1552982361363,818.9229198642099,2499.9162596315205,2503.5076828515143,1333.3649692623637,732.2465727757566,2146.023331021076,5501.846380884023,2972.4125277777557,2067.3123346707357,1762.0902506358977,1418.7046979306094,673.5414073204342
3,0.0,3691.123259038606,2353.3347649224534,5705.835194466525,2938.67439785537,2294.150648689142,1476.1968953423075,3044.504601844447,4270.422365645397,2625.5837285819953,2809.2790244486787,1844.8759186680109,1383.6954706557797,4341.328585589109,5780.585326408109,3033.9008089642257,3558.7545187563146,2226.6924112007846,4241.9436141643755,2543.015483569741,1452.5097485224421,921.3873429836402,3779.876112972103,3358.6862858297286,6092.788092066785,5109.958907461782,4474.430768798173,3730.8901400372583,2147.850689606943,4670.9364429828875,2310.044409239499,1755.4336514517156,896.8346421884605,987.0901353576043,666.3683262574058,3043.607223638581,1608.8097711571074,3161.919277110977,1605.1631898054463,2024.2863805690197,2482.0114932686124,1824.098585775909,2485.659347335445,4340.31124181728,5333.464595855579,6515.476322516786,2893.7269531360507,1285.228324148017,2454.3397341483665,4281.48480016749,2131.683540067498,1181.51988052506,2694.7931687634273,1786.3369504802959,2420.138083954922,2581.386268074917,5599.1540290491175,2903.103705566271,1812.7866863749591,4035.1625361681668,4802.450210666049,3851.8103796448536,1997.565906559963,2924.2900621990225,3020.128020792691,2328.129648053404,735.1810198363465,1655.2144849573017,4885.975535499124,3969.7544448685658,2023.2013274174615,4013.5085840963475,4257.97937480285,2831.880472557107,4964.993144380362,2503.7275690600486,1501.0245355083266,1949.983574641154,1911.3868207220978,2133.260604241127,1255.8640163567889,1187.1433426483757,992.3311853738625,506.97272598781416,2943.778217026639,1634.3566647909647,2543.389305426569,1386.8332029757096,3767.1020785781525,1865.636066473388,5085.616948018623,4488.527463749049,2654.6375177546556,3441.884435968567,1835.865379330972,3117.500426524567,1608.166530161164,1943.9687843248448,1040.6495526835265,3554.312475344987,2373.513583082652,2177.95614413888,833.6466802231383,4427.356128492941,2208.97275208719,3070.2456652944957,1463.1672772365055,3101.6033603284213,1584.5801620416166,1083.926560912826,4889.991811694137,2589.0136908094078,1327.951671231111,2564.9042067284645,1324.9842561471005,2211.1919121726487,1483.4675490200393,1618.3092896216433,1208.8122882946443,2712.7532620057677,2463.9760961186753,1479.6346613620149,1788.408008711664,1205.009122784869,534.9212341771118,2558.46646732847,1479.1635970401724,7395.626445632881,6352.402615319908,3874.4145629693458,3729.1364211361397,4693.319252932398,2429.6740320201457,1258.9483074031245,2402.6217048045182,1586.1838758253882,1261.3137502486713,1924.5383668163934,4232.306659957452,2120.179530975708,1079.6490334228063
4,0.0,3627.144412746368,3288.187115800828,2973.060096231671,4559.763553744062,3987.534053746042,2423.9303470564146,1941.0659331207512,1588.718340837956,1850.325772949198,3601.7674297911944,2411.5302947037303,1359.660629452223,1781.2460898958382,1995.4623926013394,3048.4687955556456,2253.317067548926,1396.7324277601674,2266.2507898104004,1486.3717773964988,2378.770154335938,1380.9297261338063,1005.4786580759973,1953.3090074856623,2697.914038192241,3019.719982717941,2352.830368178681,2187.654680938518,2277.5531015338697,4469.213328184609,2215.097530246221,1942.7513612169594,4265.494596204666,2371.490250103473,2426.2728258441257,4632.181677542755,3395.954452305197,1729.2183419616435,883.4414856388264,636.4762131378782,664.7086416566781,2430.8188861035464,1794.4270844087987,3741.8565088613295,2601.889196722294,2241.132625213236,2178.9034241838567,1838.5188149498074,1782.5043825665377,951.4635200377977,3191.0113760440518,4274.066017638585,2244.8281714659147,1807.4649875653192,1123.44732083844,2987.6278681899516,1738.080778479992,3565.181920056846,1340.2087430075924,3344.725356357327,4532.702955655282,3562.192541767066,2855.7073134401894,1708.931440622811,5022.9904460747275,2495.368788793449,4797.592559904369,2992.1747637123985,2962.9024547063987,2555.1459551781572,4569.889742823329,2797.1351554681773,1771.9989601533985,5141.069643391709,2902.9589193527804,4156.838210683611,2400.3074230057177,1433.7254619292758,4934.788491623198,2518.0965305173772,2381.4982652003387,5168.906322754635,4099.304735005198,5163.013964929278,6021.921835640107,2955.4052927506073,2117.4058616215507,2560.5019857912193,1495.2387501491642,2254.9733478250523,1884.121915266967,1032.0033788739174,1033.686350803651,3607.8934350498866,2819.965813256938,2501.9007667078467,3022.949642121803,3384.4173079429966,1864.5486477272198,4020.785914095648,2099.6246387097563,1357.2434352540868,4047.9387035246114,3910.459223464201,2441.496442303518,2612.5251422633305,2224.4322918776497,1215.6309240189569,1503.1247878172796,1030.4177707638162,2523.814695983265,3366.9241374267494,5525.8589027493035,3530.3608088106043,3901.515521744345,2709.2981135081595,2781.010138753833,3975.1025877220122,3263.1047380115606,2323.8968915025084,1677.0080462452327,5225.309147389188,3180.994317118751,4186.350386230217,2859.5481510770187,1179.7913275474002,5492.787206194237,3801.8480672948867,4685.985437567376,5621.076452960618,2997.863944084939,1556.7883864263897,2460.1439726993112,1626.9909154399368,5796.044846400233,2989.2807963841983,7544.556190984811,5298.506122996289,2764.836828863764,3518.665388913451,5332.045278235806
5,0.0,4722.787326637204,4589.742696450273,3366.3528618953474,2245.009538811133,1806.0790205280664,3777.5316905672316,2612.6488939021406,2146.8963681171363,4862.551523606115,2548.9425095646716,1327.6058445179485,1073.4423538079234,3981.7139284262057,2141.208189228385,1429.594305359284,730.3663663171035,2506.8219065650687,1341.829681462731,2129.7186165233666,1895.4494063971445,1011.8028399999469,3441.6859027182045,1901.4663062992774,1944.5996716312604,2147.6492990933225,1350.3042236063839,1985.3278533127568,3418.4188567767524,1973.5558095763517,1008.2712137007525,568.7805120036526,1428.2675997997428,2361.8199965555414,2593.1488915716122,3360.6720450886314,4981.868985609296,2856.8176636505573,2660.777121113808,2676.8528734015313,3177.140421580302,2522.531913783963,1434.1191379631375,1655.0035295470534,861.0577716790325,500.4740560902674,707.5429581253076,860.8332812130105,2180.8055185578078,1234.365008791518,2167.7733962491834,2158.4430908164954,3794.049029660322,2195.7575528698926,1983.7443744031827,1746.2928770738997,660.7441705771928,496.590319567915,551.6608232223316,2887.4673827716233,2415.104632739705,3794.147662205277,1940.0135947502097,1828.152777800515,1049.046767211635,4906.544594363113,3286.198217298586,2093.6946092796743,4608.064307780819,3471.185607214619,2012.1486521785653,964.350667760794,1858.7795720594202,830.9184489750305,6100.3872934081055,3910.4556780310377,2612.635455140706,1466.0557170739035,1808.5819814910965,2087.856853982161,4556.43206693536,3411.8723342338985,5865.897901339875,4232.382592999482,5688.50787752203,6273.45488362952,4125.457425508856,2441.2069036034245,1287.5602810475775,768.9765773543845,1244.693244712089,1341.1429537643648,1734.8535475318254,1647.0033081425588,1571.1589827735834,3714.0695086757437,2079.7136412953546,1890.7993734423849,2942.911242720917,2230.742228989268,2794.370226899237,4365.717611739238,4690.260037549867,2416.3759358035136,1365.3875445259755,4173.613606603107,2197.1743411747448,2293.683183816252,1891.5924357252688,3254.338279541624,3829.715364593082,1266.0888117629288,1429.4232906018826,765.7287850035204,1791.4570948243027,3396.86887074733,4035.651656886677,2139.169028430401,1931.3750679782677,1127.8721467084101,2064.243712034951,1319.4268891975537,835.845769232442,2227.5252284085655,3175.5215245652503,1327.1568823286432,2089.358945951571,720.6367979005867,2636.176714897125,3034.287508861749,1553.4286173261655,916.7776224547637,1946.20672368058,3499.2381121969306,2995.9274202028446,2399.7232617470204,2483.223151391496,2727.8750682159844,2588.285474094168,4330.69687453706,2250.370798828771
6,0.0,3778.454658319716,1930.3771627695105,3089.181679803868,3248.7585116559962,2989.6770095825673,2370.3790229157253,2491.582618436108,2037.9345475890066,1750.5758185721659,2551.9123021631335,2336.1131795980145,1351.6757978523533,1887.739096114042,1008.1872913279082,1868.5153221481867,1495.342028614863,2549.075736327999,943.9239949928674,3505.6829446024203,2005.053519902436,2742.083329318985,1502.6967590351385,851.2558788691796,543.0808375613439,254.0090601852285,4163.90882771144,3203.567954520895,2983.411853138674,2336.4981074006178,1619.5292421029033,1780.0811163226892,2851.1294527040477,3049.2536168863553,2694.8272889408254,2376.702899459905,3472.0119134223933,1812.101905620826,1983.407295392543,2354.4848026502855,2684.8126095776684,1864.914616039774,1197.3521748337134,3447.5164979530264,1761.3039503507318,1118.6183104780196,690.0745972775671,622.5478731154026,2883.968609433278,2063.6300357107607,3231.581265702189,2592.8819455174785,1179.98785134656,1512.616556590361,789.5155650321836,4099.1039851164915,2062.4730152089787,1250.9216891548444,2448.4562888226487,1265.1165671586855,3687.947385590493,1621.3103801540346,430.8093795292127,4362.8818738418895,2210.430985521091,1880.5357219731975,4243.43304014976,2224.2671983039213,5967.392184035861,3165.1893658675694,1755.1647077908542,1819.7652851358368,4580.050688884447,2942.6449570628706,3884.9887071126445,2001.6538699652933,4131.860715251993,2231.5559359837002,1297.9387003546365,4543.97162359672,2461.108341598365,1289.882916537023,3148.140178588068,2161.917679041545,3904.876470055743,4461.375700460319,2187.584766773766,4597.8439669168565,3680.788337374929,1885.0133592735324,2683.4389680153595,1521.4982951665384,1040.9435798666527,842.7168611962204,1039.0572497134724,2190.522843604273,1262.262038986516,3661.299913900348,1880.4934670663667,935.8259821155093,2390.0359326309936,1771.7925833401825,2068.1372804273096,3088.716449150814,2943.5652428726003,2087.5993031936828,2238.727919957774,1272.2951788738203,2019.6192609384739,4333.74464155191,2515.7523156956618,2736.3871416345028,2613.601701451049,1619.3301186916697,3738.7244142837726,2142.6321690837717,1887.6133912572127,3487.6604785119985,2492.396043104877,3861.045870692464,3878.202210898211,4647.834985421899,3051.5576416266945,4939.962593263855,3339.372245724637,3191.6132233486132,1654.1502744938696,2379.403218330614,1245.6241541912832,1875.206184295195,958.4514736479867,851.8288167998959,2100.535714403947,2379.9327649529437,2162.560626586276,2692.9230081168844,2340.6422076502404,1028.6355115972358,1030.8858017612245,526.6699190796057,1934.3696620460541
7,0.0,3551.0148253737393,4087.7820052165494,2522.8187531329754,2347.9764300426705,3016.3848128551,2412.6119789839727,1232.5809062178607,1477.3688265430421,2048.1737963446863,1379.1975498998786,823.6616260057982,1316.9819130440276,3266.894652890874,2495.8596766304686,2066.3937142016766,1923.297037191081,4825.726898189446,2729.410948083062,5995.1079353377845,4534.184866476641,5564.435292448685,2763.9008759031026,1516.227742822429,823.6605387455052,1430.4076260953937,3947.487567682795,5074.096424328063,4895.9188191958765,2174.379044369654,2235.202476345647,1155.9939618562069,5581.367382507152,3694.1061646296703,4740.541518873219,3480.182993146669,3125.175200891314,4514.7918667093345,2162.1727610130247,1634.1728287696462,1499.990741288808,955.1223287845072,6208.045491543864,3095.262421523801,1752.6128963843644,1168.9098626146595,772.4226720736918,787.2165056932797,531.5033648032755,3817.6732655847177,2337.7058027463713,5967.635403957523,4391.541067897607,4352.5002201665975,2471.487396322455,2957.8333311520464,1670.6632572945384,1226.3182195132867,2910.3761379180883,3188.503351763692,1641.1181830427804,2318.137641078036,3246.3559497604506,2437.527197025936,1525.5672853614126,1706.5906459861367,1604.6931104585728,4653.627915586441,3635.2153291532836,2224.9817687916684,2564.8686060208456,3773.0124189410635,2821.7208325641986,2243.9747823087464,1485.9405798729874,1036.1164447103736,2617.5886941303997,3057.00380046292,3915.453369411637,2595.5987845991885,4495.93073642172,3424.7671249437067,2526.0660696758314,2230.5607364069547,2692.2659789097124,1654.1267133895792,4262.506362307262,2366.359188173748,1343.557441701162,1813.9491928035536,1285.082761936722,665.382170570388,1731.0200001487678,1362.6282836445148,1189.8702684669959,2665.458776972857,3271.9738920987866,2168.4487638682663,2834.648256137407,2712.7843339238752,4019.0222996822376,3358.0544238431594,975.4414462265867,601.585361583729,1482.226147018015,3491.947054362425,6683.421392428431,3454.7607822060136,1803.3923503164897,1688.3962276976388,3673.485742296714,1892.8415770323368,2445.058164172446,2000.4634311278833,3333.2198717440374,2200.6958642057057,1411.8134442213645,3939.2969938947667,3015.9193564104708,2575.0241331601637,5889.661874804528,4016.388063775069,2118.9397347570807,1150.3203632699544,1501.7243232247424,846.4024719512036,4417.386351170048,2278.721083201971,5045.273874290163,3535.5288666557713,1806.2686467540445,973.1020523930707,3985.1791676812977,3754.449465986979,5112.194090299162,3394.1372113206157,2239.2375568651064,1838.0226771197674,3543.716419642001,1864.9594364281581,3604.96334100353
8,0.0,3391.623523502442,3005.631923333773,2462.415806545611,2817.298990362914,2201.820141941018,2927.6763680304284,2545.2856548932705,3848.4537288483143,2136.6707649082928,1892.2721813170156,4864.682555887951,2728.4601593822085,1684.6485610310438,3043.774415387301,2222.791409709333,4177.98217232091,3838.541638759549,2931.3794480696506,1555.9634761495654,880.176083529369,1163.3419017050824,4066.5562261682535,2373.0363208119315,1339.664952314225,3177.501443806679,5832.16301587176,3201.946136284536,2243.4856461025083,1267.235931100404,1615.7937122631824,1985.1430428444846,1591.6064786771733,1214.544256114665,3748.1195973186127,2369.450554962427,1272.8971551102964,864.3256336358816,4025.8076849344507,1968.7539941130724,1404.6731260685558,836.0934775869016,4406.260437451311,4027.584270487925,2373.1131157546993,1349.9816567685684,3158.829545233728,2232.706472579609,1560.4483970472563,4422.074058350986,2637.2900847387573,2388.242984284991,2864.263497961489,4069.439983965055,3376.8386021314814,2521.6619265569648,1631.9206011611043,4423.339975862658,2292.447907012093,5124.800706209408,4018.523501956471,2847.281428915409,4242.243650440916,2473.303386103665,2265.926677718883,1415.2875362334626,1297.7006446222713,794.9881296124179,2483.6037538643645,4137.8048117135195,3177.4861712523802,2468.6063933727814,2668.243410853189,1606.7309643614792,4085.908067079357,4355.819491993326,2745.5369576398916,1518.4434173291593,1000.250978430282,2337.3079694528715,1509.197349854266,2913.462175056042,2080.9725364600354,3042.4304659118193,3357.490692144109,2072.035991168322,4419.911968692082,4837.243367722747,4537.888920640996,3289.8819007173724,6181.532521465672,5660.591903178047,3031.235698430639,3884.520015678985,2281.339472770837,5127.4054647662115,3700.3511877411192,2253.884741449825,1121.0022848407493,1563.1680704690016,1141.4514649165278,2914.1360375447043,2594.019818599832,3494.330838700068,1819.4512236541302,1061.893133698458,507.32660347180035,1617.2136817377195,3315.8902562139733,1716.6866508998658,890.4852853944981,4634.75897955641,5755.489031953554,2940.4255423285367,3427.7708425577994,2071.2655981324365,2960.857211247341,4291.5872226579395,2464.9172022276052,1781.643403446131,1806.425239961195,1856.0031122246874,1199.1417442192082,1709.1489106475947,5241.457996391166,2780.8507435381052,1792.4552609643677,812.0939395489041,1121.453130801836,3407.0589637278063,4123.366794170814,2280.2021505772636,3023.493665874873,3022.1490508660672,2154.804527099996,2180.171504228764,3650.7206783538504,3641.9989366500577,2101.0050523436767,2807.5468153229385,1431.5621988457006
9,0.0,3157.6498099713804,2182.7577387880565,2387.777563465057,1879.8791990631796,2169.292656468576,1475.5135181460116,2249.222282011067,1641.0788089000155,1829.6017512265323,5345.043447145578,5353.862966627231,4907.330914664595,3595.340951402326,2517.2280934462556,1924.341521948764,3301.5920123282253,4260.673896343909,2386.3178094278182,3678.133937255824,3675.908263911118,1793.383901817971,3161.379628465817,1513.7107108724408,2116.216232493852,1450.6526591956917,1491.6117347232148,1287.2569778794575,1002.3235350065195,2544.6040282071467,1823.1226758443454,1105.6762824641885,1306.377294271537,4117.638962412285,2155.885107352538,5069.943045254058,2217.103196804549,3730.11007415299,3225.8731844712165,1990.7947740288046,1405.8171084777462,1877.8532425880921,756.17376285744,1512.509740878862,1085.8109097791548,818.2767760352405,1240.0958660796914,4176.201413569591,2455.643731241438,1727.0012142872656,1001.3589263886862,5559.06774209589,4193.696112949224,3245.9388774426347,1664.7414925923624,4470.610552783992,2302.9727494732338,1227.5323753178634,5468.5541825462815,2859.5711073256375,4727.8054942743665,3302.9326739257763,2509.170634408293,5103.411258988257,5237.130586495909,2738.8670009700295,1401.092913221174,5312.681452047022,2766.919630587532,2301.7528574246785,2040.0762928958227,2811.1469372946185,1593.9498092383537,823.8809155934399,915.6857242822974,1288.837725605722,1837.6268599440584,2147.391129997313,1354.967186350156,4731.898911606862,4914.207700274062,2564.597446962052,1751.8426233374269,1454.1895536760048,2364.235115078313,3173.89919229616,1919.7170550319283,1074.2664257052247,1831.7567234440687,3752.2026996912446,3469.317657180164,2190.126199014631,3182.433372022304,2286.7141528507423,1732.5773839718145,1119.582600411699,776.1962951455781,1174.691233779259,926.6174964410565,5539.301268365036,4794.940396549954,2520.2454508387377,4443.340309985025,3805.849111501515,3861.96074251595,2944.630301821366,1484.5182733866666,4198.220236484436,3517.41464112021,5359.64368320579,2866.3746321898125,1968.1834293892698,1857.496834406945,1612.5695876132575,1036.9390529508214,651.1218513588024,636.9170843325751,618.0987320702839,3681.2401106250372,1850.5189358029666,2487.9360684303156,2847.642831366918,1744.5370199026893,4608.470978035797,5785.926194202158,3556.55686023227,3934.643627085834,2897.4981211903296,1934.4411337807899,1363.4369184657937,2767.771826843273,5544.5004267993,3113.3667168547554,3653.9329999780207,1987.3443503011133,1066.1221599656178,805.7995628991447,1278.4684110229175,1248.671406046601,4657.322210474232,5338.645492933926
